filename,pred
datasets/imagenet/val/n01601694/ILSVRC2012_val_00012797.JPEG,95
datasets/imagenet/val/n01601694/ILSVRC2012_val_00022972.JPEG,18
datasets/imagenet/val/n01601694/ILSVRC2012_val_00026023.JPEG,14
datasets/imagenet/val/n01608432/ILSVRC2012_val_00001488.JPEG,8
datasets/imagenet/val/n01608432/ILSVRC2012_val_00001813.JPEG,22
datasets/imagenet/val/n01608432/ILSVRC2012_val_00013166.JPEG,22
datasets/imagenet/val/n01614925/ILSVRC2012_val_00038636.JPEG,22
datasets/imagenet/val/n01616318/ILSVRC2012_val_00042410.JPEG,22
datasets/imagenet/val/n01616318/ILSVRC2012_val_00047350.JPEG,134
datasets/imagenet/val/n01629819/ILSVRC2012_val_00014232.JPEG,47
datasets/imagenet/val/n01629819/ILSVRC2012_val_00040470.JPEG,25
datasets/imagenet/val/n01629819/ILSVRC2012_val_00046941.JPEG,25
datasets/imagenet/val/n01630670/ILSVRC2012_val_00020393.JPEG,390
datasets/imagenet/val/n01631663/ILSVRC2012_val_00006319.JPEG,36
datasets/imagenet/val/n01631663/ILSVRC2012_val_00010254.JPEG,995
datasets/imagenet/val/n01631663/ILSVRC2012_val_00023450.JPEG,52
datasets/imagenet/val/n01632458/ILSVRC2012_val_00015091.JPEG,1
datasets/imagenet/val/n01632777/ILSVRC2012_val_00045553.JPEG,880
datasets/imagenet/val/n01641577/ILSVRC2012_val_00014227.JPEG,39
datasets/imagenet/val/n01641577/ILSVRC2012_val_00018754.JPEG,58
datasets/imagenet/val/n01644373/ILSVRC2012_val_00043369.JPEG,59
datasets/imagenet/val/n01644373/ILSVRC2012_val_00044855.JPEG,31
datasets/imagenet/val/n01644900/ILSVRC2012_val_00001938.JPEG,30
datasets/imagenet/val/n01644900/ILSVRC2012_val_00005532.JPEG,418
datasets/imagenet/val/n01644900/ILSVRC2012_val_00021776.JPEG,30
datasets/imagenet/val/n01644900/ILSVRC2012_val_00032966.JPEG,30
datasets/imagenet/val/n01644900/ILSVRC2012_val_00033769.JPEG,125
datasets/imagenet/val/n01644900/ILSVRC2012_val_00035658.JPEG,133
datasets/imagenet/val/n01664065/ILSVRC2012_val_00000958.JPEG,34
datasets/imagenet/val/n01664065/ILSVRC2012_val_00027724.JPEG,980
datasets/imagenet/val/n01664065/ILSVRC2012_val_00046095.JPEG,125
datasets/imagenet/val/n01665541/ILSVRC2012_val_00003287.JPEG,973
datasets/imagenet/val/n01665541/ILSVRC2012_val_00010843.JPEG,983
datasets/imagenet/val/n01665541/ILSVRC2012_val_00016779.JPEG,125
datasets/imagenet/val/n01665541/ILSVRC2012_val_00022308.JPEG,34
datasets/imagenet/val/n01665541/ILSVRC2012_val_00022588.JPEG,646
datasets/imagenet/val/n01667114/ILSVRC2012_val_00010528.JPEG,36
datasets/imagenet/val/n01667114/ILSVRC2012_val_00016550.JPEG,35
datasets/imagenet/val/n01667114/ILSVRC2012_val_00019547.JPEG,36
datasets/imagenet/val/n01667114/ILSVRC2012_val_00022710.JPEG,48
datasets/imagenet/val/n01667114/ILSVRC2012_val_00022841.JPEG,37
datasets/imagenet/val/n01667114/ILSVRC2012_val_00025567.JPEG,48
datasets/imagenet/val/n01667114/ILSVRC2012_val_00030163.JPEG,913
datasets/imagenet/val/n01667114/ILSVRC2012_val_00032700.JPEG,45
datasets/imagenet/val/n01667114/ILSVRC2012_val_00036815.JPEG,1
datasets/imagenet/val/n01667114/ILSVRC2012_val_00046053.JPEG,975
datasets/imagenet/val/n01667778/ILSVRC2012_val_00021291.JPEG,36
datasets/imagenet/val/n01669191/ILSVRC2012_val_00002232.JPEG,36
datasets/imagenet/val/n01669191/ILSVRC2012_val_00004834.JPEG,37
datasets/imagenet/val/n01669191/ILSVRC2012_val_00038230.JPEG,35
datasets/imagenet/val/n01669191/ILSVRC2012_val_00040287.JPEG,36
datasets/imagenet/val/n01675722/ILSVRC2012_val_00005708.JPEG,71
datasets/imagenet/val/n01675722/ILSVRC2012_val_00032254.JPEG,56
datasets/imagenet/val/n01677366/ILSVRC2012_val_00047184.JPEG,48
datasets/imagenet/val/n01682714/ILSVRC2012_val_00001942.JPEG,46
datasets/imagenet/val/n01682714/ILSVRC2012_val_00008669.JPEG,43
datasets/imagenet/val/n01682714/ILSVRC2012_val_00034086.JPEG,46
datasets/imagenet/val/n01682714/ILSVRC2012_val_00037220.JPEG,46
datasets/imagenet/val/n01682714/ILSVRC2012_val_00043774.JPEG,46
datasets/imagenet/val/n01685808/ILSVRC2012_val_00008807.JPEG,41
datasets/imagenet/val/n01687978/ILSVRC2012_val_00003821.JPEG,48
datasets/imagenet/val/n01687978/ILSVRC2012_val_00011158.JPEG,41
datasets/imagenet/val/n01687978/ILSVRC2012_val_00044934.JPEG,42
datasets/imagenet/val/n01688243/ILSVRC2012_val_00017002.JPEG,48
datasets/imagenet/val/n01688243/ILSVRC2012_val_00046517.JPEG,62
datasets/imagenet/val/n01689811/ILSVRC2012_val_00025909.JPEG,43
datasets/imagenet/val/n01689811/ILSVRC2012_val_00037210.JPEG,61
datasets/imagenet/val/n01689811/ILSVRC2012_val_00038667.JPEG,52
datasets/imagenet/val/n01689811/ILSVRC2012_val_00044698.JPEG,44
datasets/imagenet/val/n01689811/ILSVRC2012_val_00048213.JPEG,44
datasets/imagenet/val/n01692333/ILSVRC2012_val_00035069.JPEG,48
datasets/imagenet/val/n01692333/ILSVRC2012_val_00045223.JPEG,45
datasets/imagenet/val/n01693334/ILSVRC2012_val_00000925.JPEG,46
datasets/imagenet/val/n01693334/ILSVRC2012_val_00026626.JPEG,316
datasets/imagenet/val/n01693334/ILSVRC2012_val_00035818.JPEG,46
datasets/imagenet/val/n01693334/ILSVRC2012_val_00037310.JPEG,44
datasets/imagenet/val/n01693334/ILSVRC2012_val_00047908.JPEG,43
datasets/imagenet/val/n01694178/ILSVRC2012_val_00020044.JPEG,42
datasets/imagenet/val/n01694178/ILSVRC2012_val_00028441.JPEG,42
datasets/imagenet/val/n01695060/ILSVRC2012_val_00008439.JPEG,385
datasets/imagenet/val/n01697457/ILSVRC2012_val_00010904.JPEG,112
datasets/imagenet/val/n01697457/ILSVRC2012_val_00018876.JPEG,385
datasets/imagenet/val/n01697457/ILSVRC2012_val_00030076.JPEG,973
datasets/imagenet/val/n01697457/ILSVRC2012_val_00037392.JPEG,48
datasets/imagenet/val/n01697457/ILSVRC2012_val_00042304.JPEG,976
datasets/imagenet/val/n01697457/ILSVRC2012_val_00045077.JPEG,50
datasets/imagenet/val/n01697457/ILSVRC2012_val_00049954.JPEG,50
datasets/imagenet/val/n01698640/ILSVRC2012_val_00004009.JPEG,50
datasets/imagenet/val/n01698640/ILSVRC2012_val_00007238.JPEG,34
datasets/imagenet/val/n01698640/ILSVRC2012_val_00007750.JPEG,50
datasets/imagenet/val/n01698640/ILSVRC2012_val_00010395.JPEG,389
datasets/imagenet/val/n01698640/ILSVRC2012_val_00021236.JPEG,50
datasets/imagenet/val/n01698640/ILSVRC2012_val_00026191.JPEG,33
datasets/imagenet/val/n01698640/ILSVRC2012_val_00039888.JPEG,395
datasets/imagenet/val/n01698640/ILSVRC2012_val_00048828.JPEG,132
datasets/imagenet/val/n01704323/ILSVRC2012_val_00010761.JPEG,979
datasets/imagenet/val/n01704323/ILSVRC2012_val_00040206.JPEG,347
datasets/imagenet/val/n01704323/ILSVRC2012_val_00048548.JPEG,327
datasets/imagenet/val/n01728572/ILSVRC2012_val_00010185.JPEG,48
datasets/imagenet/val/n01728572/ILSVRC2012_val_00037469.JPEG,870
datasets/imagenet/val/n01728920/ILSVRC2012_val_00013751.JPEG,59
datasets/imagenet/val/n01728920/ILSVRC2012_val_00013802.JPEG,65
datasets/imagenet/val/n01728920/ILSVRC2012_val_00015488.JPEG,65
datasets/imagenet/val/n01728920/ILSVRC2012_val_00018041.JPEG,119
datasets/imagenet/val/n01728920/ILSVRC2012_val_00026548.JPEG,114
datasets/imagenet/val/n01729322/ILSVRC2012_val_00002754.JPEG,58
datasets/imagenet/val/n01729322/ILSVRC2012_val_00003071.JPEG,52
datasets/imagenet/val/n01729322/ILSVRC2012_val_00013400.JPEG,56
datasets/imagenet/val/n01729322/ILSVRC2012_val_00022930.JPEG,67
datasets/imagenet/val/n01729322/ILSVRC2012_val_00038823.JPEG,54
datasets/imagenet/val/n01729977/ILSVRC2012_val_00006360.JPEG,55
datasets/imagenet/val/n01729977/ILSVRC2012_val_00008714.JPEG,55
datasets/imagenet/val/n01729977/ILSVRC2012_val_00014472.JPEG,55
datasets/imagenet/val/n01729977/ILSVRC2012_val_00021617.JPEG,55
datasets/imagenet/val/n01729977/ILSVRC2012_val_00040950.JPEG,994
datasets/imagenet/val/n01734418/ILSVRC2012_val_00017967.JPEG,56
datasets/imagenet/val/n01734418/ILSVRC2012_val_00031390.JPEG,60
datasets/imagenet/val/n01734418/ILSVRC2012_val_00047810.JPEG,314
datasets/imagenet/val/n01735189/ILSVRC2012_val_00034587.JPEG,41
datasets/imagenet/val/n01737021/ILSVRC2012_val_00000084.JPEG,58
datasets/imagenet/val/n01737021/ILSVRC2012_val_00010522.JPEG,58
datasets/imagenet/val/n01737021/ILSVRC2012_val_00018334.JPEG,975
datasets/imagenet/val/n01737021/ILSVRC2012_val_00028763.JPEG,65
datasets/imagenet/val/n01737021/ILSVRC2012_val_00031779.JPEG,65
datasets/imagenet/val/n01737021/ILSVRC2012_val_00036116.JPEG,58
datasets/imagenet/val/n01737021/ILSVRC2012_val_00041829.JPEG,616
datasets/imagenet/val/n01737021/ILSVRC2012_val_00046709.JPEG,975
datasets/imagenet/val/n01737021/ILSVRC2012_val_00049609.JPEG,815
datasets/imagenet/val/n01739381/ILSVRC2012_val_00007478.JPEG,317
datasets/imagenet/val/n01739381/ILSVRC2012_val_00017557.JPEG,64
datasets/imagenet/val/n01739381/ILSVRC2012_val_00030067.JPEG,58
datasets/imagenet/val/n01739381/ILSVRC2012_val_00032571.JPEG,59
datasets/imagenet/val/n01739381/ILSVRC2012_val_00040048.JPEG,57
datasets/imagenet/val/n01739381/ILSVRC2012_val_00043354.JPEG,115
datasets/imagenet/val/n01740131/ILSVRC2012_val_00027330.JPEG,58
datasets/imagenet/val/n01740131/ILSVRC2012_val_00038556.JPEG,58
datasets/imagenet/val/n01740131/ILSVRC2012_val_00045638.JPEG,60
datasets/imagenet/val/n01742172/ILSVRC2012_val_00014465.JPEG,435
datasets/imagenet/val/n01742172/ILSVRC2012_val_00031608.JPEG,55
datasets/imagenet/val/n01742172/ILSVRC2012_val_00035387.JPEG,59
datasets/imagenet/val/n01742172/ILSVRC2012_val_00045129.JPEG,62
datasets/imagenet/val/n01744401/ILSVRC2012_val_00004499.JPEG,67
datasets/imagenet/val/n01744401/ILSVRC2012_val_00006262.JPEG,573
datasets/imagenet/val/n01744401/ILSVRC2012_val_00020861.JPEG,109
datasets/imagenet/val/n01744401/ILSVRC2012_val_00032663.JPEG,67
datasets/imagenet/val/n01744401/ILSVRC2012_val_00040824.JPEG,65
datasets/imagenet/val/n01744401/ILSVRC2012_val_00043836.JPEG,62
datasets/imagenet/val/n01748264/ILSVRC2012_val_00021130.JPEG,805
datasets/imagenet/val/n01748264/ILSVRC2012_val_00023373.JPEG,63
datasets/imagenet/val/n01748264/ILSVRC2012_val_00036217.JPEG,64
datasets/imagenet/val/n01748264/ILSVRC2012_val_00042111.JPEG,60
datasets/imagenet/val/n01749939/ILSVRC2012_val_00006403.JPEG,33
datasets/imagenet/val/n01749939/ILSVRC2012_val_00014252.JPEG,815
datasets/imagenet/val/n01749939/ILSVRC2012_val_00014769.JPEG,55
datasets/imagenet/val/n01749939/ILSVRC2012_val_00018314.JPEG,55
datasets/imagenet/val/n01749939/ILSVRC2012_val_00021593.JPEG,55
datasets/imagenet/val/n01749939/ILSVRC2012_val_00025938.JPEG,304
datasets/imagenet/val/n01749939/ILSVRC2012_val_00046224.JPEG,55
datasets/imagenet/val/n01749939/ILSVRC2012_val_00049182.JPEG,55
datasets/imagenet/val/n01751748/ILSVRC2012_val_00006817.JPEG,973
datasets/imagenet/val/n01751748/ILSVRC2012_val_00019204.JPEG,977
datasets/imagenet/val/n01751748/ILSVRC2012_val_00031060.JPEG,390
datasets/imagenet/val/n01753488/ILSVRC2012_val_00007842.JPEG,66
datasets/imagenet/val/n01753488/ILSVRC2012_val_00007873.JPEG,67
datasets/imagenet/val/n01753488/ILSVRC2012_val_00016469.JPEG,61
datasets/imagenet/val/n01753488/ILSVRC2012_val_00030210.JPEG,68
datasets/imagenet/val/n01753488/ILSVRC2012_val_00033674.JPEG,842
datasets/imagenet/val/n01753488/ILSVRC2012_val_00034461.JPEG,60
datasets/imagenet/val/n01753488/ILSVRC2012_val_00042749.JPEG,307
datasets/imagenet/val/n01753488/ILSVRC2012_val_00045247.JPEG,68
datasets/imagenet/val/n01755581/ILSVRC2012_val_00012731.JPEG,67
datasets/imagenet/val/n01755581/ILSVRC2012_val_00026598.JPEG,62
datasets/imagenet/val/n01755581/ILSVRC2012_val_00038123.JPEG,58
datasets/imagenet/val/n01755581/ILSVRC2012_val_00045418.JPEG,54
datasets/imagenet/val/n01755581/ILSVRC2012_val_00046370.JPEG,49
datasets/imagenet/val/n01756291/ILSVRC2012_val_00001706.JPEG,111
datasets/imagenet/val/n01756291/ILSVRC2012_val_00001819.JPEG,68
datasets/imagenet/val/n01756291/ILSVRC2012_val_00013418.JPEG,68
datasets/imagenet/val/n01756291/ILSVRC2012_val_00013574.JPEG,397
datasets/imagenet/val/n01756291/ILSVRC2012_val_00026190.JPEG,66
datasets/imagenet/val/n01756291/ILSVRC2012_val_00030623.JPEG,60
datasets/imagenet/val/n01756291/ILSVRC2012_val_00041994.JPEG,736
datasets/imagenet/val/n01756291/ILSVRC2012_val_00042384.JPEG,66
datasets/imagenet/val/n01756291/ILSVRC2012_val_00045599.JPEG,67
datasets/imagenet/val/n01756291/ILSVRC2012_val_00048112.JPEG,81
datasets/imagenet/val/n01768244/ILSVRC2012_val_00033415.JPEG,69
datasets/imagenet/val/n01770081/ILSVRC2012_val_00012828.JPEG,313
datasets/imagenet/val/n01770081/ILSVRC2012_val_00020462.JPEG,913
datasets/imagenet/val/n01770081/ILSVRC2012_val_00037787.JPEG,310
datasets/imagenet/val/n01770081/ILSVRC2012_val_00047164.JPEG,70
datasets/imagenet/val/n01770081/ILSVRC2012_val_00047984.JPEG,721
datasets/imagenet/val/n01770393/ILSVRC2012_val_00020507.JPEG,26
datasets/imagenet/val/n01770393/ILSVRC2012_val_00031684.JPEG,78
datasets/imagenet/val/n01770393/ILSVRC2012_val_00032644.JPEG,109
datasets/imagenet/val/n01773157/ILSVRC2012_val_00022618.JPEG,74
datasets/imagenet/val/n01773157/ILSVRC2012_val_00028445.JPEG,74
datasets/imagenet/val/n01773157/ILSVRC2012_val_00039799.JPEG,72
datasets/imagenet/val/n01773549/ILSVRC2012_val_00008316.JPEG,74
datasets/imagenet/val/n01773549/ILSVRC2012_val_00012895.JPEG,73
datasets/imagenet/val/n01773549/ILSVRC2012_val_00013797.JPEG,74
datasets/imagenet/val/n01773549/ILSVRC2012_val_00019972.JPEG,73
datasets/imagenet/val/n01773549/ILSVRC2012_val_00024056.JPEG,73
datasets/imagenet/val/n01773549/ILSVRC2012_val_00030120.JPEG,74
datasets/imagenet/val/n01773797/ILSVRC2012_val_00018439.JPEG,74
datasets/imagenet/val/n01774384/ILSVRC2012_val_00048068.JPEG,74
datasets/imagenet/val/n01774750/ILSVRC2012_val_00003320.JPEG,76
datasets/imagenet/val/n01774750/ILSVRC2012_val_00035994.JPEG,76
datasets/imagenet/val/n01775062/ILSVRC2012_val_00025518.JPEG,73
datasets/imagenet/val/n01775062/ILSVRC2012_val_00045310.JPEG,75
datasets/imagenet/val/n01776313/ILSVRC2012_val_00013330.JPEG,78
datasets/imagenet/val/n01776313/ILSVRC2012_val_00031374.JPEG,307
datasets/imagenet/val/n01776313/ILSVRC2012_val_00034020.JPEG,124
datasets/imagenet/val/n01776313/ILSVRC2012_val_00035573.JPEG,620
datasets/imagenet/val/n01784675/ILSVRC2012_val_00005072.JPEG,396
datasets/imagenet/val/n01784675/ILSVRC2012_val_00016866.JPEG,66
datasets/imagenet/val/n01784675/ILSVRC2012_val_00020456.JPEG,329
datasets/imagenet/val/n01784675/ILSVRC2012_val_00021705.JPEG,38
datasets/imagenet/val/n01784675/ILSVRC2012_val_00028449.JPEG,126
datasets/imagenet/val/n01784675/ILSVRC2012_val_00035667.JPEG,309
datasets/imagenet/val/n01784675/ILSVRC2012_val_00040763.JPEG,116
datasets/imagenet/val/n01795545/ILSVRC2012_val_00015513.JPEG,81
datasets/imagenet/val/n01796340/ILSVRC2012_val_00015815.JPEG,81
datasets/imagenet/val/n01796340/ILSVRC2012_val_00033431.JPEG,44
datasets/imagenet/val/n01796340/ILSVRC2012_val_00034282.JPEG,135
datasets/imagenet/val/n01796340/ILSVRC2012_val_00040103.JPEG,336
datasets/imagenet/val/n01797886/ILSVRC2012_val_00022992.JPEG,82
datasets/imagenet/val/n01806143/ILSVRC2012_val_00027047.JPEG,84
datasets/imagenet/val/n01806143/ILSVRC2012_val_00038324.JPEG,839
datasets/imagenet/val/n01806567/ILSVRC2012_val_00009852.JPEG,614
datasets/imagenet/val/n01806567/ILSVRC2012_val_00018648.JPEG,7
datasets/imagenet/val/n01807496/ILSVRC2012_val_00042021.JPEG,86
datasets/imagenet/val/n01807496/ILSVRC2012_val_00048846.JPEG,138
datasets/imagenet/val/n01817953/ILSVRC2012_val_00032141.JPEG,616
datasets/imagenet/val/n01817953/ILSVRC2012_val_00038553.JPEG,87
datasets/imagenet/val/n01818515/ILSVRC2012_val_00021663.JPEG,88
datasets/imagenet/val/n01818515/ILSVRC2012_val_00048027.JPEG,506
datasets/imagenet/val/n01819313/ILSVRC2012_val_00033479.JPEG,146
datasets/imagenet/val/n01824575/ILSVRC2012_val_00006716.JPEG,81
datasets/imagenet/val/n01824575/ILSVRC2012_val_00013212.JPEG,91
datasets/imagenet/val/n01824575/ILSVRC2012_val_00033888.JPEG,22
datasets/imagenet/val/n01829413/ILSVRC2012_val_00002843.JPEG,16
datasets/imagenet/val/n01829413/ILSVRC2012_val_00029283.JPEG,22
datasets/imagenet/val/n01829413/ILSVRC2012_val_00044903.JPEG,8
datasets/imagenet/val/n01833805/ILSVRC2012_val_00007390.JPEG,94
datasets/imagenet/val/n01833805/ILSVRC2012_val_00043465.JPEG,896
datasets/imagenet/val/n01843383/ILSVRC2012_val_00019884.JPEG,22
datasets/imagenet/val/n01843383/ILSVRC2012_val_00046438.JPEG,805
datasets/imagenet/val/n01847000/ILSVRC2012_val_00012721.JPEG,8
datasets/imagenet/val/n01847000/ILSVRC2012_val_00019313.JPEG,390
datasets/imagenet/val/n01847000/ILSVRC2012_val_00047009.JPEG,33
datasets/imagenet/val/n01855032/ILSVRC2012_val_00002309.JPEG,146
datasets/imagenet/val/n01855032/ILSVRC2012_val_00032350.JPEG,144
datasets/imagenet/val/n01855032/ILSVRC2012_val_00039957.JPEG,141
datasets/imagenet/val/n01855032/ILSVRC2012_val_00042824.JPEG,34
datasets/imagenet/val/n01855672/ILSVRC2012_val_00016195.JPEG,84
datasets/imagenet/val/n01855672/ILSVRC2012_val_00016580.JPEG,99
datasets/imagenet/val/n01855672/ILSVRC2012_val_00023709.JPEG,360
datasets/imagenet/val/n01855672/ILSVRC2012_val_00025667.JPEG,417
datasets/imagenet/val/n01855672/ILSVRC2012_val_00036969.JPEG,99
datasets/imagenet/val/n01855672/ILSVRC2012_val_00047108.JPEG,146
datasets/imagenet/val/n01860187/ILSVRC2012_val_00019022.JPEG,100
datasets/imagenet/val/n01871265/ILSVRC2012_val_00001358.JPEG,626
datasets/imagenet/val/n01871265/ILSVRC2012_val_00021170.JPEG,343
datasets/imagenet/val/n01872401/ILSVRC2012_val_00026263.JPEG,145
datasets/imagenet/val/n01873310/ILSVRC2012_val_00006999.JPEG,360
datasets/imagenet/val/n01873310/ILSVRC2012_val_00022278.JPEG,390
datasets/imagenet/val/n01873310/ILSVRC2012_val_00028153.JPEG,606
datasets/imagenet/val/n01873310/ILSVRC2012_val_00042448.JPEG,360
datasets/imagenet/val/n01873310/ILSVRC2012_val_00044256.JPEG,6
datasets/imagenet/val/n01877812/ILSVRC2012_val_00008736.JPEG,331
datasets/imagenet/val/n01882714/ILSVRC2012_val_00014284.JPEG,294
datasets/imagenet/val/n01882714/ILSVRC2012_val_00016952.JPEG,202
datasets/imagenet/val/n01882714/ILSVRC2012_val_00046155.JPEG,364
datasets/imagenet/val/n01882714/ILSVRC2012_val_00047899.JPEG,379
datasets/imagenet/val/n01883070/ILSVRC2012_val_00046059.JPEG,958
datasets/imagenet/val/n01910747/ILSVRC2012_val_00000063.JPEG,3
datasets/imagenet/val/n01910747/ILSVRC2012_val_00015039.JPEG,65
datasets/imagenet/val/n01910747/ILSVRC2012_val_00026530.JPEG,475
datasets/imagenet/val/n01910747/ILSVRC2012_val_00028644.JPEG,107
datasets/imagenet/val/n01910747/ILSVRC2012_val_00049020.JPEG,973
datasets/imagenet/val/n01914609/ILSVRC2012_val_00015587.JPEG,973
datasets/imagenet/val/n01914609/ILSVRC2012_val_00037668.JPEG,108
datasets/imagenet/val/n01914609/ILSVRC2012_val_00041548.JPEG,393
datasets/imagenet/val/n01914609/ILSVRC2012_val_00048292.JPEG,108
datasets/imagenet/val/n01917289/ILSVRC2012_val_00037786.JPEG,109
datasets/imagenet/val/n01917289/ILSVRC2012_val_00045307.JPEG,109
datasets/imagenet/val/n01924916/ILSVRC2012_val_00047016.JPEG,115
datasets/imagenet/val/n01924916/ILSVRC2012_val_00047895.JPEG,115
datasets/imagenet/val/n01924916/ILSVRC2012_val_00049105.JPEG,115
datasets/imagenet/val/n01930112/ILSVRC2012_val_00038062.JPEG,36
datasets/imagenet/val/n01943899/ILSVRC2012_val_00018025.JPEG,120
datasets/imagenet/val/n01943899/ILSVRC2012_val_00029264.JPEG,112
datasets/imagenet/val/n01943899/ILSVRC2012_val_00045192.JPEG,117
datasets/imagenet/val/n01943899/ILSVRC2012_val_00045972.JPEG,910
datasets/imagenet/val/n01944390/ILSVRC2012_val_00009202.JPEG,918
datasets/imagenet/val/n01944390/ILSVRC2012_val_00019782.JPEG,364
datasets/imagenet/val/n01944390/ILSVRC2012_val_00039434.JPEG,114
datasets/imagenet/val/n01945685/ILSVRC2012_val_00007753.JPEG,52
datasets/imagenet/val/n01945685/ILSVRC2012_val_00023207.JPEG,1
datasets/imagenet/val/n01945685/ILSVRC2012_val_00035202.JPEG,307
datasets/imagenet/val/n01945685/ILSVRC2012_val_00045313.JPEG,504
datasets/imagenet/val/n01950731/ILSVRC2012_val_00003733.JPEG,115
datasets/imagenet/val/n01950731/ILSVRC2012_val_00011651.JPEG,329
datasets/imagenet/val/n01950731/ILSVRC2012_val_00016170.JPEG,584
datasets/imagenet/val/n01950731/ILSVRC2012_val_00041924.JPEG,108
datasets/imagenet/val/n01950731/ILSVRC2012_val_00046587.JPEG,115
datasets/imagenet/val/n01955084/ILSVRC2012_val_00012224.JPEG,329
datasets/imagenet/val/n01955084/ILSVRC2012_val_00015408.JPEG,109
datasets/imagenet/val/n01955084/ILSVRC2012_val_00028635.JPEG,329
datasets/imagenet/val/n01968897/ILSVRC2012_val_00024867.JPEG,107
datasets/imagenet/val/n01968897/ILSVRC2012_val_00028933.JPEG,614
datasets/imagenet/val/n01978455/ILSVRC2012_val_00019859.JPEG,124
datasets/imagenet/val/n01980166/ILSVRC2012_val_00007370.JPEG,120
datasets/imagenet/val/n01980166/ILSVRC2012_val_00030408.JPEG,120
datasets/imagenet/val/n01981276/ILSVRC2012_val_00000821.JPEG,118
datasets/imagenet/val/n01981276/ILSVRC2012_val_00010874.JPEG,122
datasets/imagenet/val/n01981276/ILSVRC2012_val_00011525.JPEG,115
datasets/imagenet/val/n01981276/ILSVRC2012_val_00016333.JPEG,327
datasets/imagenet/val/n01981276/ILSVRC2012_val_00021241.JPEG,118
datasets/imagenet/val/n01981276/ILSVRC2012_val_00024010.JPEG,118
